age,job,marital,education,balance,housing,duration,campaign,approval
34.0,4,1,2,451,no,298.0,3,no
58.0,9,1,1,446,no,92.0,4,no
52.0,7,1,1,640,no,288.0,12,no
27.0,1,1,1,1588,yes,130.0,1,no
48.0,9,1,1,601,yes,255.0,2,no
33.0,9,0,1,284,yes,167.0,5,no
46.0,0,1,1,2051,yes,64.0,3,no
51.0,3,1,3,2334,no,166.0,2,no
31.0,4,1,2,429,no,657.0,7,yes
35.0,9,0,1,723,yes,434.0,4,no
37.0,0,2,1,964,no,75.0,1,no
60.0,2,1,0,274,no,40.0,1,no
40.0,9,1,1,1485,no,398.0,2,no
50.0,4,1,2,1985,yes,163.0,2,no
34.0,2,1,1,708,yes,137.0,8,no
32.0,9,1,1,520,yes,257.0,3,no
36.0,7,2,1,957,yes,231.0,2,no
32.0,0,2,2,233,no,192.0,1,no
40.0,7,0,1,220,no,186.0,1,no
37.0,1,1,0,274,yes,226.0,1,no
57.0,4,1,2,274,yes,67.0,1,no
46.0,4,1,2,271,no,205.0,2,no
31.0,1,2,0,1668,yes,14.0,1,no
39.0,9,0,2,277,no,488.0,1,yes
35.0,4,1,1,1009,yes,50.0,3,no
32.0,1,1,0,377,no,312.0,1,no
44.0,9,0,1,578,yes,163.0,3,no
41.0,9,2,1,1444,yes,76.0,2,no
59.0,5,0,0,2181,no,150.0,1,no
39.0,7,1,1,514,yes,244.0,2,no
54.0,4,1,2,2222,no,207.0,1,yes
27.0,7,2,1,528,yes,113.0,1,no
51.0,6,1,1,369,yes,1309.0,4,yes
33.0,9,2,1,554,no,72.0,6,no
38.0,1,1,0,1609,yes,551.0,1,no
52.0,2,1,2,274,no,163.0,3,no
54.0,4,0,2,1275,yes,179.0,10,no
33.0,1,1,0,586,yes,217.0,2,no
50.0,9,1,1,881,yes,88.0,1,no
39.0,1,2,1,1960,yes,21.0,1,no
34.0,4,2,2,1707,no,142.0,1,yes
41.0,9,2,1,836,no,1056.0,1,no
48.0,4,0,2,776,yes,72.0,1,no
38.0,7,1,1,688,yes,411.0,1,no
34.0,1,1,1,840,yes,145.0,1,no
32.0,1,1,1,274,yes,80.0,2,no
48.0,4,1,1,373,yes,344.0,1,no
28.0,7,2,1,553,yes,128.0,1,no
47.0,1,1,1,1245,yes,412.0,1,yes
32.0,0,2,1,319,yes,908.0,3,no
32.0,0,1,1,1058,yes,819.0,4,no
38.0,4,1,2,1076,no,210.0,2,no
86.0,5,1,1,1361,no,165.0,3,no
47.0,9,1,1,339,no,118.0,8,no
42.0,4,1,0,38,yes,159.0,1,no
44.0,4,1,2,956,no,618.0,1,no
25.0,8,2,3,2269,no,102.0,2,no
34.0,7,0,1,1102,yes,89.0,1,no
34.0,0,1,1,514,no,401.0,2,yes
53.0,1,1,0,1960,no,200.0,3,no
42.0,1,1,3,93,yes,152.0,5,no
30.0,1,2,1,451,no,203.0,1,no
26.0,1,2,0,24,yes,827.0,2,yes
40.0,7,1,1,1963,yes,735.0,1,no
34.0,9,2,1,1318,yes,185.0,6,no
34.0,7,1,1,1601,no,149.0,1,no
40.0,4,1,2,72,no,303.0,2,no
36.0,4,1,2,2349,yes,71.0,2,no
34.0,9,2,1,694,yes,445.0,2,no
32.0,1,2,1,408,yes,232.0,2,no
39.0,9,1,1,33,yes,144.0,5,no
36.0,9,1,2,334,no,209.0,2,no
39.0,9,0,1,1049,yes,691.0,2,yes
33.0,4,1,3,2329,yes,415.0,1,no
34.0,1,2,1,228,yes,273.0,5,no
42.0,4,1,2,1232,no,376.0,2,yes
46.0,9,1,1,747,yes,37.0,10,no
32.0,4,2,2,869,yes,148.0,2,no
27.0,7,1,1,374,no,57.0,2,no
35.0,9,0,1,343,yes,461.0,3,no
53.0,9,1,3,837,no,198.0,6,no
29.0,7,2,1,463,no,327.0,4,no
35.0,4,2,2,274,no,669.0,6,no
49.0,4,1,2,361,no,165.0,1,no
58.0,4,1,2,1817,no,58.0,2,no
40.0,4,2,2,1307,no,1473.0,1,yes
19.0,8,2,3,274,no,123.0,3,no
30.0,8,2,2,308,yes,289.0,1,no
34.0,9,2,1,580,no,239.0,5,no
60.0,5,1,1,467,no,1386.0,1,no
28.0,8,2,2,274,no,294.0,2,yes
46.0,4,1,2,539,yes,910.0,2,yes
49.0,1,0,0,289,yes,550.0,7,no
59.0,4,0,2,2204,yes,75.0,1,no
44.0,9,2,1,253,yes,100.0,3,no
33.0,9,1,2,349,no,204.0,4,no
54.0,5,1,1,1189,yes,155.0,1,no
26.0,1,1,1,389,yes,46.0,3,no
54.0,1,1,1,274,no,1366.0,1,no
48.0,3,1,0,2183,no,609.0,2,yes
30.0,7,2,2,74,no,1532.0,2,yes
29.0,4,2,2,1125,no,226.0,1,yes
51.0,2,1,2,1924,yes,168.0,1,no
53.0,10,1,0,1095,yes,352.0,1,yes
43.0,1,1,1,182,yes,335.0,6,no
34.0,0,1,2,1684,yes,74.0,1,no
40.0,2,1,2,1458,yes,85.0,1,no
43.0,9,1,1,688,yes,117.0,1,no
33.0,0,2,1,134,yes,184.0,1,no
66.0,5,1,1,2028,no,72.0,3,no
44.0,9,0,1,121,yes,171.0,1,no
33.0,7,1,1,274,yes,44.0,8,no
31.0,9,2,1,649,no,336.0,2,no
71.0,5,1,0,2015,no,93.0,5,yes
22.0,8,2,0,1861,no,332.0,1,yes
46.0,10,2,2,908,no,398.0,1,no
32.0,7,1,1,522,yes,86.0,2,no
45.0,1,1,1,1983,no,45.0,2,no
32.0,4,1,1,611,yes,110.0,2,no
49.0,1,1,0,724,yes,152.0,3,no
27.0,9,2,1,738,yes,356.0,4,yes
46.0,2,1,1,943,no,382.0,3,no
37.0,4,2,2,899,no,233.0,1,no
30.0,10,2,1,30,yes,87.0,1,no
44.0,6,0,1,354,yes,387.0,2,no
45.0,9,1,1,577,yes,103.0,1,no
27.0,8,2,1,483,no,378.0,1,yes
57.0,3,1,0,274,no,257.0,2,no
66.0,4,1,2,1587,no,282.0,1,no
40.0,0,0,1,482,no,176.0,1,no
48.0,1,1,1,595,yes,24.0,6,no
33.0,1,2,1,1990,yes,766.0,3,no
42.0,7,0,1,524,yes,955.0,2,yes
47.0,10,1,1,1811,yes,426.0,3,no
27.0,9,2,2,1795,yes,244.0,2,no
78.0,5,1,2,496,no,136.0,1,no
50.0,7,1,0,1257,no,172.0,1,no
46.0,2,2,2,1326,yes,93.0,1,no
41.0,0,0,1,2128,yes,300.0,6,yes
36.0,0,2,2,1095,no,118.0,4,no
49.0,5,1,0,245,no,191.0,2,no
46.0,4,0,2,186,yes,107.0,2,no
77.0,5,1,0,889,no,513.0,2,no
30.0,9,2,2,977,yes,91.0,18,no
43.0,4,2,1,11,yes,76.0,4,no
44.0,1,1,1,1674,yes,1236.0,2,no
40.0,1,1,0,372,yes,193.0,5,no
38.0,1,1,0,1851,yes,324.0,5,no
25.0,10,2,2,604,no,377.0,1,yes
49.0,4,1,2,1018,yes,408.0,1,no
33.0,1,1,0,324,yes,246.0,2,no
40.0,4,2,2,274,no,58.0,7,no
44.0,1,1,0,284,yes,196.0,1,no
32.0,1,1,1,1076,yes,219.0,4,no
52.0,4,1,2,274,yes,197.0,1,no
35.0,4,1,2,446,yes,257.0,2,no
35.0,9,1,1,145,yes,381.0,1,no
42.0,9,1,1,6,yes,162.0,1,no
59.0,1,1,3,412,no,153.0,1,no
44.0,9,2,1,2180,no,809.0,2,yes
50.0,0,0,1,1174,yes,50.0,1,no
27.0,1,2,1,387,no,39.0,17,no
55.0,4,0,2,49,no,131.0,2,no
54.0,1,1,3,572,yes,526.0,4,no
31.0,10,2,1,179,yes,172.0,3,no
56.0,0,1,3,1553,no,405.0,1,no
51.0,6,1,2,1003,no,77.0,3,no
61.0,1,1,0,843,yes,158.0,2,no
34.0,9,2,1,379,yes,146.0,2,no
56.0,1,1,0,784,no,27.0,1,no
29.0,8,2,3,418,no,105.0,1,no
34.0,4,2,2,836,yes,119.0,4,no
35.0,7,2,1,1151,yes,327.0,1,no
56.0,0,0,1,1099,no,150.0,2,no
45.0,1,1,1,1763,yes,482.0,3,no
31.0,0,2,1,84,yes,81.0,2,no
37.0,2,0,2,340,no,1164.0,2,yes
43.0,0,1,1,274,yes,674.0,3,no
40.0,4,1,3,673,yes,347.0,1,no
44.0,4,1,0,2025,yes,712.0,6,yes
38.0,0,2,1,255,no,48.0,2,no
58.0,4,0,2,1399,yes,279.0,1,no
24.0,1,2,1,351,yes,236.0,2,no
53.0,7,1,1,1314,yes,91.0,2,no
36.0,1,1,1,227,yes,15.0,8,no
28.0,1,1,0,334,yes,161.0,1,no
45.0,1,1,0,410,yes,187.0,19,no
32.0,0,2,2,1404,yes,100.0,1,no
46.0,0,1,1,200,yes,214.0,4,no
28.0,1,2,1,1153,yes,406.0,1,no
51.0,10,1,1,263,yes,361.0,1,no
51.0,1,1,0,1499,no,30.0,3,no
30.0,9,2,1,2029,yes,99.0,2,no
39.0,9,1,1,180,yes,202.0,2,no
28.0,1,1,0,905,yes,318.0,2,no
31.0,4,2,2,1358,no,275.0,12,no
31.0,1,1,0,274,yes,59.0,4,no
38.0,4,1,2,320,no,70.0,4,no
31.0,1,2,1,831,yes,1126.0,1,no
74.0,5,0,1,1951,no,343.0,3,yes
40.0,4,2,2,274,yes,228.0,2,yes
43.0,9,1,1,2207,yes,209.0,2,no
34.0,9,2,2,1059,yes,709.0,1,yes
54.0,4,0,2,2172,no,275.0,2,no
51.0,1,1,0,316,yes,51.0,2,no
33.0,1,1,1,548,no,267.0,1,no
41.0,9,1,2,274,no,95.0,1,no
33.0,4,2,2,1806,no,246.0,2,no
48.0,0,1,1,282,no,46.0,1,no
42.0,6,0,2,486,yes,144.0,3,no
35.0,4,2,2,1773,no,249.0,2,no
25.0,0,1,1,1042,yes,328.0,1,no
38.0,1,2,0,739,yes,17.0,1,no
45.0,2,1,1,512,yes,126.0,3,no
59.0,4,0,2,274,yes,52.0,8,no
47.0,4,1,3,423,no,52.0,1,no
33.0,4,1,2,278,yes,285.0,5,no
59.0,4,1,0,1457,no,500.0,4,yes
41.0,1,0,0,876,no,955.0,5,yes
42.0,9,1,1,723,yes,216.0,5,no
51.0,9,0,2,274,no,84.0,7,no
45.0,4,1,2,176,yes,138.0,3,no
30.0,4,1,2,1525,yes,436.0,2,yes
33.0,1,2,1,2069,yes,123.0,1,no
43.0,4,1,2,2293,no,36.0,4,no
37.0,1,1,1,1144,no,405.0,3,no
73.0,5,1,0,427,no,103.0,1,no
43.0,1,1,1,843,yes,175.0,1,no
52.0,10,1,0,522,no,374.0,3,no
44.0,4,1,2,769,yes,129.0,4,no
56.0,4,1,2,580,no,246.0,3,no
21.0,7,2,1,1509,yes,107.0,2,no
43.0,11,1,2,1524,no,385.0,1,no
54.0,4,1,0,1917,no,104.0,3,no
59.0,9,1,0,1968,no,309.0,1,yes
52.0,1,1,0,500,yes,198.0,2,no
31.0,0,2,1,934,yes,543.0,2,yes
53.0,0,1,1,530,no,143.0,7,no
24.0,9,2,1,242,yes,23.0,1,no
57.0,5,1,1,274,no,104.0,2,no
48.0,9,1,1,798,yes,378.0,2,yes
57.0,9,1,1,1349,yes,364.0,1,no
51.0,9,1,1,292,no,363.0,6,no
50.0,4,0,2,471,yes,248.0,1,no
34.0,1,1,1,1327,yes,157.0,2,no
43.0,1,1,0,215,yes,402.0,2,no
31.0,7,1,1,120,yes,203.0,5,no
29.0,1,1,3,736,yes,422.0,1,no
39.0,1,1,0,898,yes,44.0,1,no
36.0,4,2,2,1740,yes,358.0,4,no
38.0,10,2,2,274,no,39.0,2,no
56.0,4,0,2,1768,yes,325.0,1,no
41.0,3,0,0,296,yes,238.0,3,no
47.0,9,1,1,1210,yes,968.0,1,yes
38.0,4,2,2,309,yes,156.0,1,no
80.0,5,1,1,2223,no,681.0,1,no
37.0,7,1,1,2026,yes,187.0,2,no
44.0,4,2,2,5,yes,104.0,10,no
33.0,1,2,1,901,no,860.0,2,yes
53.0,9,1,1,500,no,112.0,2,no
69.0,5,1,2,723,no,112.0,1,no
46.0,9,1,1,1333,yes,32.0,3,no
30.0,4,2,2,471,yes,325.0,2,yes
31.0,6,2,1,1164,no,410.0,1,no
38.0,4,0,2,1980,yes,640.0,1,no
34.0,7,0,1,318,no,118.0,1,no
48.0,11,1,3,549,no,166.0,2,no
46.0,1,0,0,486,no,173.0,1,no
42.0,0,1,1,484,yes,21.0,24,no
41.0,1,1,1,604,yes,89.0,7,no
33.0,1,1,1,223,yes,151.0,3,no
39.0,1,1,0,1138,no,112.0,4,no
27.0,8,2,1,1394,no,164.0,5,no
26.0,4,2,2,817,no,145.0,2,no
38.0,4,2,2,378,yes,606.0,3,yes
48.0,1,1,1,274,yes,105.0,1,no
54.0,7,1,1,256,no,85.0,1,no
51.0,7,1,1,274,no,439.0,3,no
47.0,9,1,1,346,no,278.0,1,no
53.0,9,1,1,374,no,205.0,4,no
35.0,1,1,0,581,yes,221.0,1,no
58.0,4,1,2,2253,yes,52.0,3,no
52.0,4,0,2,324,yes,84.0,3,no
57.0,5,1,1,306,yes,476.0,3,no
52.0,4,1,2,2166,no,371.0,1,no
35.0,4,2,2,851,yes,128.0,3,no
48.0,9,1,1,1975,yes,220.0,2,no
46.0,2,1,2,1612,no,44.0,14,no
39.0,7,1,1,1533,yes,30.0,1,no
38.0,6,0,2,1366,no,330.0,1,no
34.0,2,1,1,2016,yes,28.0,1,no
47.0,2,1,0,880,no,908.0,1,no
35.0,4,0,2,865,no,177.0,1,no
46.0,1,0,0,704,yes,113.0,4,no
27.0,0,2,1,191,yes,289.0,8,no
31.0,1,1,1,71,yes,357.0,1,no
31.0,4,2,2,274,no,38.0,16,no
46.0,0,1,1,296,yes,414.0,4,no
31.0,0,1,1,1625,yes,257.0,2,no
33.0,4,1,2,1327,yes,480.0,1,yes
42.0,3,1,0,418,no,252.0,2,no
33.0,4,2,0,2043,yes,151.0,1,no
40.0,3,1,0,1489,no,213.0,4,no
51.0,1,1,0,1899,no,119.0,12,no
31.0,10,1,2,816,no,161.0,2,no
62.0,5,0,2,274,no,227.0,2,yes
24.0,8,2,1,755,yes,12.0,3,no
48.0,10,1,1,991,no,517.0,1,yes
41.0,9,0,1,609,yes,225.0,2,no
43.0,4,1,2,554,yes,150.0,2,no
52.0,9,1,1,1871,no,89.0,1,no
54.0,1,1,0,964,yes,103.0,2,no
32.0,9,0,2,534,no,128.0,1,no
38.0,1,1,0,1292,yes,277.0,1,no
41.0,0,1,0,131,yes,500.0,1,yes
31.0,1,2,0,1023,yes,113.0,2,no
35.0,3,1,2,1258,yes,326.0,5,yes
26.0,0,1,1,274,no,755.0,1,no
52.0,9,1,2,484,no,161.0,3,no
58.0,5,1,1,679,yes,100.0,1,no
57.0,3,1,2,277,no,142.0,2,no
34.0,4,1,2,274,yes,214.0,2,no
59.0,1,1,0,274,no,167.0,2,no
27.0,9,2,1,545,no,676.0,5,no
42.0,2,1,2,274,no,236.0,1,no
47.0,3,2,2,1900,no,993.0,6,yes
33.0,1,1,1,274,yes,83.0,12,no
31.0,7,2,1,1023,yes,100.0,1,no
37.0,4,1,2,1953,yes,289.0,2,yes
29.0,1,1,1,73,no,528.0,2,no
38.0,10,1,0,110,no,340.0,2,no
35.0,6,1,1,2237,no,33.0,3,no
31.0,9,2,1,1533,no,284.0,3,no
62.0,4,1,2,1497,no,245.0,3,yes
32.0,9,2,2,1148,yes,115.0,1,no
31.0,7,1,1,646,yes,730.0,2,no
51.0,1,0,0,824,yes,347.0,1,no
29.0,7,2,1,274,no,58.0,1,no
43.0,1,1,0,522,yes,180.0,1,no
36.0,1,1,1,337,yes,56.0,8,no
34.0,6,1,0,911,yes,326.0,3,no
29.0,7,1,1,331,yes,342.0,9,no
57.0,5,1,1,765,no,49.0,6,no
43.0,4,1,2,676,no,110.0,1,no
33.0,7,1,1,645,no,253.0,1,yes
60.0,4,1,2,1846,no,636.0,2,no
51.0,9,1,0,527,no,137.0,2,no
40.0,0,2,1,273,no,173.0,1,no
51.0,9,1,1,1356,yes,227.0,2,no
38.0,7,1,1,745,yes,88.0,5,no
35.0,9,1,1,1454,yes,426.0,3,no
47.0,9,1,1,999,yes,195.0,3,no
45.0,1,1,0,1050,no,230.0,8,no
40.0,7,1,1,1490,yes,750.0,2,yes
29.0,2,2,1,660,no,413.0,3,no
52.0,4,0,2,1050,yes,104.0,2,no
26.0,9,1,1,292,yes,138.0,1,no
31.0,1,2,0,72,yes,334.0,2,no
55.0,7,1,3,1235,yes,868.0,1,no
35.0,7,1,1,993,yes,102.0,14,no
56.0,4,0,2,695,no,77.0,3,no
28.0,1,2,1,242,yes,199.0,1,yes
27.0,8,2,1,883,yes,332.0,2,no
30.0,9,1,1,631,no,124.0,2,no
51.0,12,1,2,271,no,91.0,9,no
33.0,4,1,1,285,yes,104.0,3,no
32.0,1,2,1,307,yes,125.0,1,no
43.0,2,1,1,378,yes,635.0,3,yes
46.0,1,1,0,445,no,90.0,1,no
32.0,4,1,2,1799,yes,310.0,1,no
40.0,7,1,1,1337,yes,207.0,1,no
39.0,1,1,1,1308,no,43.0,1,no
51.0,1,1,0,265,no,126.0,4,no
46.0,0,2,1,1447,yes,137.0,1,no
43.0,1,1,0,961,yes,284.0,5,no
36.0,9,1,2,1007,no,68.0,6,no
48.0,4,1,2,623,no,67.0,1,no
26.0,0,2,1,505,yes,8.0,2,no
39.0,0,2,3,274,yes,62.0,1,no
47.0,12,1,2,239,no,175.0,1,no
23.0,2,2,0,278,yes,395.0,2,yes
54.0,4,0,2,2344,yes,27.0,1,no
38.0,0,1,1,320,yes,195.0,1,no
33.0,9,1,1,803,no,254.0,2,no
35.0,0,0,1,421,no,199.0,1,no
52.0,7,1,1,685,no,73.0,17,no
25.0,9,2,2,960,yes,351.0,1,no
29.0,4,1,2,469,yes,1689.0,4,yes
35.0,9,2,2,1870,no,267.0,1,no
49.0,7,1,1,321,no,234.0,2,no
41.0,0,0,1,1914,no,234.0,10,no
32.0,4,1,2,411,no,94.0,4,no
29.0,0,2,1,1177,yes,77.0,2,no
28.0,1,1,1,1291,yes,242.0,1,no
59.0,5,1,1,274,no,247.0,4,no
34.0,2,1,2,1981,no,85.0,4,no
55.0,4,0,2,1411,no,607.0,4,no
34.0,4,1,2,1830,yes,485.0,2,yes
24.0,8,2,1,996,no,184.0,1,yes
42.0,9,0,1,142,yes,258.0,1,no
34.0,4,2,3,1379,yes,156.0,1,no
34.0,0,1,1,1439,no,160.0,1,no
51.0,6,1,2,1546,no,1021.0,1,no
58.0,1,1,0,274,yes,5.0,25,no
44.0,9,1,1,1735,yes,701.0,1,yes
33.0,1,1,1,412,yes,732.0,2,yes
34.0,4,1,2,801,no,122.0,1,no
34.0,0,1,1,725,yes,559.0,1,no
42.0,1,0,1,321,yes,141.0,1,no
46.0,4,2,2,1583,yes,87.0,4,no
31.0,6,2,2,370,no,577.0,1,no
39.0,2,1,2,357,yes,193.0,2,no
34.0,4,2,2,2157,no,210.0,5,no
47.0,9,1,1,1936,no,732.0,2,no
42.0,7,0,1,632,yes,121.0,2,no
48.0,1,2,1,61,no,150.0,2,no
30.0,6,2,2,322,no,140.0,1,no
38.0,9,1,1,2196,yes,386.0,2,no
24.0,7,1,1,1998,yes,733.0,2,yes
34.0,9,1,1,275,yes,108.0,1,no
46.0,4,2,2,320,no,80.0,1,no
32.0,0,0,1,259,yes,155.0,3,no
46.0,7,1,1,703,yes,389.0,4,no
26.0,6,1,2,729,yes,133.0,3,no
42.0,1,1,1,274,yes,328.0,6,no
50.0,9,1,1,1183,yes,119.0,2,no
41.0,1,1,0,647,yes,87.0,6,no
34.0,0,2,1,284,no,162.0,1,no
32.0,12,1,1,657,yes,294.0,2,no
58.0,3,2,2,418,yes,128.0,2,no
45.0,9,1,1,389,yes,108.0,1,no
28.0,0,2,1,363,yes,172.0,2,no
35.0,9,1,1,368,yes,208.0,5,no
39.0,7,1,1,1337,yes,212.0,2,no
49.0,10,0,2,963,no,148.0,1,no
50.0,4,1,2,477,yes,99.0,1,no
37.0,4,1,2,507,no,185.0,1,yes
45.0,1,1,0,1659,no,133.0,2,no
30.0,3,2,1,1517,no,170.0,1,no
48.0,10,1,2,75,yes,668.0,7,no
36.0,4,2,2,1376,yes,81.0,3,no
41.0,4,2,1,947,no,230.0,2,no
55.0,1,1,1,642,no,287.0,1,no
70.0,5,1,0,1908,no,618.0,1,no
41.0,4,1,2,588,yes,788.0,1,yes
47.0,7,0,1,896,no,285.0,6,no
34.0,9,2,1,274,no,163.0,2,no
33.0,4,2,2,373,no,159.0,1,no
58.0,5,1,1,750,yes,197.0,2,no
51.0,4,1,2,261,no,212.0,2,no
45.0,4,1,2,1520,yes,44.0,15,no
55.0,0,1,1,274,no,180.0,2,no
30.0,1,2,0,456,no,11.0,1,no
33.0,4,2,1,87,yes,863.0,1,no
27.0,7,2,1,274,yes,388.0,7,no
59.0,5,1,1,581,yes,143.0,3,no
34.0,4,2,2,442,yes,191.0,1,no
47.0,9,0,2,12,yes,62.0,2,no
44.0,1,1,0,265,yes,13.0,1,no
35.0,0,2,1,274,yes,1073.0,1,yes
45.0,4,1,2,169,yes,337.0,2,no
42.0,1,1,0,907,yes,88.0,10,no
38.0,9,1,1,1521,no,167.0,1,no
34.0,9,2,1,1071,no,96.0,4,no
35.0,9,1,1,589,yes,537.0,3,no
29.0,4,2,1,208,yes,5.0,3,no
58.0,5,1,1,1098,no,139.0,1,no
44.0,1,2,0,968,yes,570.0,2,no
45.0,2,1,2,274,yes,100.0,3,no
43.0,1,1,1,1790,yes,253.0,2,no
44.0,7,1,1,2111,yes,525.0,2,no
30.0,9,2,1,971,no,696.0,3,no
38.0,10,1,2,1341,no,535.0,6,no
50.0,9,1,1,1327,no,131.0,3,no
21.0,8,2,1,890,no,6.0,1,no
38.0,2,1,2,498,yes,105.0,1,no
42.0,0,1,1,274,no,370.0,1,no
45.0,9,2,2,1564,no,29.0,14,no
34.0,2,1,1,276,yes,184.0,1,no
48.0,9,1,1,467,no,47.0,2,no
34.0,7,1,1,274,no,193.0,4,no
32.0,1,1,1,1511,yes,709.0,2,yes
35.0,9,1,2,392,no,358.0,2,no
39.0,2,1,2,1706,yes,253.0,1,no
36.0,6,1,2,2322,yes,197.0,3,no
35.0,9,1,1,287,no,94.0,2,no
57.0,7,0,1,288,no,445.0,2,no
28.0,9,2,1,952,yes,153.0,1,no
43.0,0,1,3,1862,no,113.0,1,no
57.0,4,1,1,412,no,80.0,1,no
34.0,7,0,1,472,yes,318.0,1,no
36.0,9,1,2,280,yes,100.0,1,no
47.0,4,0,2,1672,no,40.0,3,no
36.0,4,0,2,2074,yes,55.0,25,no
33.0,4,1,2,1568,no,67.0,1,no
57.0,4,1,2,582,no,76.0,2,no
57.0,4,1,2,1852,yes,73.0,1,no
34.0,0,1,1,324,yes,89.0,2,no
51.0,3,0,2,630,yes,109.0,3,no
54.0,1,0,0,181,no,98.0,1,no
52.0,6,2,2,1420,yes,21.0,17,no
43.0,2,1,2,2298,yes,465.0,1,no
58.0,5,2,0,2148,no,106.0,3,no
53.0,0,1,1,495,yes,304.0,1,no
44.0,4,1,1,41,no,342.0,3,no
29.0,4,2,2,274,no,16.0,25,no
27.0,7,2,1,328,yes,543.0,2,yes
35.0,1,1,0,320,no,338.0,3,no
40.0,6,1,1,276,no,197.0,5,no
34.0,1,1,1,377,yes,956.0,2,no
38.0,0,2,1,1037,yes,95.0,1,no
32.0,7,1,1,329,yes,546.0,9,no
41.0,0,1,1,2220,yes,124.0,4,no
25.0,1,2,1,1053,yes,113.0,4,no
38.0,1,0,1,820,yes,245.0,3,no
26.0,9,2,1,281,yes,188.0,2,no
37.0,9,2,2,1432,no,199.0,5,no
30.0,4,1,2,376,yes,470.0,7,yes
36.0,7,1,1,599,no,90.0,1,no
33.0,4,1,1,1800,yes,350.0,5,no
33.0,0,2,2,739,yes,31.0,1,no
35.0,4,1,2,1714,yes,156.0,1,no
24.0,7,1,2,274,yes,299.0,1,no
29.0,10,1,1,821,no,510.0,2,no
54.0,1,1,1,1557,yes,177.0,4,no
27.0,0,1,1,405,no,123.0,2,no
34.0,4,1,1,274,no,270.0,1,no
39.0,1,1,0,644,yes,225.0,4,no
38.0,4,1,2,493,no,63.0,1,no
37.0,4,1,2,274,yes,247.0,13,no
26.0,7,2,1,758,yes,206.0,5,no
36.0,2,1,2,1211,yes,168.0,2,no
35.0,12,2,2,345,yes,836.0,12,no
30.0,4,2,2,1069,no,131.0,2,no
25.0,9,2,1,221,yes,89.0,1,no
34.0,9,1,1,274,yes,116.0,4,no
52.0,11,1,3,1286,no,58.0,1,no
39.0,0,1,1,450,no,36.0,1,no
34.0,4,1,1,1110,yes,240.0,2,no
34.0,4,2,1,274,no,132.0,4,no
30.0,7,1,1,1271,yes,544.0,1,no
33.0,7,1,1,981,yes,266.0,1,no
30.0,8,2,1,278,no,443.0,2,no
51.0,1,1,0,274,yes,324.0,1,no
36.0,7,2,1,672,yes,15.0,10,no
48.0,1,1,0,1442,no,263.0,2,no
37.0,7,0,1,770,yes,199.0,1,no
58.0,4,1,1,663,yes,145.0,2,no
56.0,4,0,2,872,no,56.0,1,no
34.0,1,1,1,650,yes,11.0,9,no
33.0,0,0,1,874,yes,411.0,1,no
26.0,7,2,1,274,no,165.0,23,no
40.0,4,2,3,1008,yes,619.0,3,no
35.0,7,1,1,465,yes,203.0,1,no
45.0,2,1,1,342,yes,254.0,1,no
37.0,9,2,1,155,yes,1149.0,6,yes
35.0,4,0,2,583,yes,189.0,1,no
43.0,7,2,1,1849,yes,707.0,2,yes
28.0,1,1,1,282,yes,196.0,1,no
32.0,1,0,1,927,yes,171.0,1,no
26.0,10,2,1,840,no,1451.0,2,yes
35.0,7,1,1,425,yes,563.0,1,yes
35.0,9,2,1,276,no,23956498.0,4,no
39.0,1,1,1,1338,yes,73.0,6,no
42.0,1,0,1,1357,yes,203.0,2,no
32.0,9,2,1,2142,yes,158.0,1,no
30.0,10,1,1,1235,no,100.0,4,no
26.0,4,2,2,396,no,160.0,1,no
30.0,8,2,1,274,yes,661.0,1,no
32.0,4,1,2,336,yes,166.0,1,no
47.0,7,1,1,1834,yes,114.0,2,no
33.0,9,1,2,2326,yes,58.0,1,no
57.0,1,1,0,297,yes,25.0,8,no
35.0,0,1,1,274,yes,121.0,2,no
53.0,9,1,2,2130,no,226.0,4,no
24.0,5,2,1,626,no,234.0,2,no
54.0,4,0,2,274,no,88.0,1,no
31.0,4,1,2,1301,yes,85.0,1,no
41.0,2,1,1,1570,yes,134.0,1,no
44.0,11,1,1,1630,no,251.0,3,no
35.0,7,2,1,309,yes,152.0,1,no
30.0,4,1,2,1032,no,202.0,1,no
43.0,1,2,0,304,yes,379.0,17,no
51.0,2,1,1,1,no,123.0,6,no
60.0,5,1,1,363,no,156.0,2,no
43.0,6,1,1,378,no,332.0,1,no
31.0,4,1,2,1465,yes,90.0,3,no
56.0,4,1,0,955,yes,291.0,1,no
42.0,9,1,1,1140,yes,23.0,2,no
52.0,2,1,0,817,no,122.0,2,no
40.0,9,1,1,274,yes,105.0,2,no
36.0,7,1,1,1791,yes,1143.0,4,no
40.0,7,1,0,307,no,70.0,3,no
46.0,1,1,1,274,yes,264.0,2,no
32.0,0,2,1,1429,no,204.0,2,no
31.0,3,2,2,550,yes,182.0,1,no
41.0,9,0,1,274,yes,386.0,2,no
58.0,3,1,0,673,no,295.0,3,no
36.0,7,1,1,524,yes,86.0,2,no
52.0,9,1,1,392,no,16.0,20,no
42.0,4,1,2,518,no,413.0,2,no
32.0,4,2,2,1459,yes,323.0,3,no
62.0,4,1,2,274,no,78.0,3,no
31.0,9,2,2,297,no,121.0,3,no
41.0,1,2,1,102,no,477.0,1,yes
34.0,6,1,2,2094,no,265.0,1,no
